code;name
3080104006;Ground Water Anologous
3080104007;Water Level Recorder
3080104008;Maal Profil
3080104009;Water Supplier
3080104010;Disk Agrometer
3080104011;Tools
3080104999;Alat Laboratorium Model Hidrolika Lainnya
3080105001;Diamond Rock Saw
3080105002;Geological Hammert
3080105003;Geological Compass
3080105004;Tripod Compass
3080105005;Car Compass
3080105006;Pocket Steroscope
3080105007;Camero Photo Micrograph
3080105008;Curve Meter/MAO Measure
3080105009;Photo Micrograph Camera
3080105010;Polarizing Micrograph
3080105011;Slede Rules Duplex
3080105012;Rock Squareness Gough
3080105013;Rock Clasification
3080105014;Rock Speciment Holder
3080105015;FX Rock Grade
3080105016;Rock Toughness Tester
3080105017;Hand Compression Falker
3080105018;Rock Masonry Felker
3080105019;Polishing Grinder
3080105020;Electrik Compression Tester
3080105021;Soft Rock Compression Machine
3080105022;Rock Stress Ass Gauge
3080105023;Seive Shaker Ass
3080105024;Safety Goggles
3080105025;Micrometer Eyefece
3080105026;Rock Coulor Chart
3080105027;Rock Masonry Saw
3080105028;Aggregate Impact Value Testing Apparatus
3080105999;Alat Laboratorium Batuan/Geologi Lainnya
3080106001;Plane Machine For Wood
3080106002;Pulling Power Test
3080106003;Drill Machine
3080106004;Hot Press
3080106005;Cold Press
3080106006;Removal Rell
3080106007;Dutring Wood Machine
3080106008;Crusher Saw Dust
3080106009;Smooth Machine
3080106010;Speading Machine
3080106011;Felsh Steam Boiler
3080106012;Test Press/Strenght Test
3080106013;Therme P.A.C
3080106014;Heater Sprayklin
3080106015;Saw Machine For Concret
3080106016;Cinva Ran
3080106017;Hardness Test Machine
3080106018;Bamboo Machine
3080106019;Line Machine
3080106020;Frais Machine
3080106021;Wolding Range
3080106022;Block Making Machine
3080106023;Batako Press Test
3080106024;Cell Unit
3080106025;Direcshear Unit
3080106026;Atterberg
3080106027;Compaction
3080106031;Zondering Machine Unit
3080106032;Stroler Apparoat
3080106033;Sticle Apparoat
3080106034;Bending Press
3080106035;Universal Test Machine (Alat Laboratorium Bahan Bangunan Konstruk
3080106036;Water Impermeability
3080106037;Cancrete Boring
3080106038;Stressing & Manometer
3080106039;Grooting
3080106040;Mesin Penumbuk
3080106041;Concreta Mixer/Penumbuk Beton
3080106042;Vibrating Unit
3080106043;Abration Machine
3080106044;Greep Appraat
3080106045;Stone Crusher
3080106046;Instrument Strain Gauge
3080106047;Alat Pemeriksa Semen
3080106048;Vicat Apparatur
3080106049;Mortar (Alat Laboratorium Bahan Bangunan Konstruksi)
3080106050;Termometer For Coumpound
3080106051;Alat Pemeriksa Agrigat
3080106052;Sample Splitter Set
3080106053;Weight Percopit Yield & Air Content
3080106054;Alat Pemeriksa SP Gavity Air
3080106055;Prganic Impuris Test Set
3080106056;Soundeness Apparatus
3080106057;Straight Edge
3080106058;Alat Pemeriksa Beton
3080106059;Slump Test Set
3080106060;Air Content Of Freckly Miced Concrette
3080106061;Standard Spesial Spatula
3080106062;Tempat Benda Uji
3080106063;Basic Cylinder Capping Set
3080106064;Calibration Anvil For Concrette
3080106065;Concrette Hammer Set
3080106066;Asbes Cosst
3080106067;Beaker Toll From Graduates
3080106068;Beaker Low
3080106069;Bottle Wighing High
3080106070;Biling Flash
3080106071;Static With Rechtangular Base
3080106072;Trianle With Vorcelen Pipe Stems
3080106074;Burrete & Standres
3080106075;Volume Metric Flash
3080106076;Analytical Balance (Alat Laboratorium Bahan Bangunan Konstruksi)
3080106077;Aggregate Scale
3080106078;Dial Flow
3080106079;Cylinde Vorcelen
3080106080;Extensic Meter
3080106081;Le Chatelier Flash
3080106082;Flash Filtering
3080106083;Lantai Uji
3080106084;Rig Uji Universal
3080106085;Sumber Daya Hydrolik
3080106086;Mesin Uji Getar
3080106087;Mesin Uji Hidrolik
3080106088;Mesin Uji Listrik
3080106089;Mesin Uji Mekanik(Manual)
3080106090;Aktuator
3080106091;Pompa Hidrolik
3080106092;Organic Impuriestest Set
3080106093;Concrete Test Machine
3080106999;Alat Laboratorium Bahan Bangunan Konstruksi Lainnya
3080107001;Oven Loss Onheating
3080107002;Visibility Yar Bath
3080107003;Viscosimeter (Alat Laboratorium Aspal,cat Dan Kimia)
3080107004;Dustility Engler
3080107005;Penctrometer
3080107006;Surface Tension
3080107007;Polarimeter (Alat Laboratorium Aspal,cat Dan Kimia)
3080107008;Microskop Binacular
3080107009;Rectitice
3080107010;Ring Ball Sparepart
3080107011;Mantel Destilasi
3080107012;Hand Operated Extrator
3080107013;Fitter
3080107014;Pesawat Kip
3080107015;Pinggan Uap
3080107016;Destilasi Aspal
3080107017;Corong Pemisah
3080107018;Destilasi Flux
3080107019;Labu Syabolt Furol
3080107020;Rubber Mallet Atgentyler
3080107021;Linongeless
3080107022;Density Basket
3080107023;Sand Equivalent
3080107024;Hand Extraction
3080107026;Talang CBR
3080107027;Cylinder
3080107028;Dial Gauge LC.13
3080107029;Cbr Lab. Set Cl.284
3080107030;Sample Spliter Set Cl.284
3080107031;Centriguge Hemsine Eq.App
3080107032;Extraction Filter
3080107033;Stability Mold Ap. 169
3080107034;Filed Leveset Cl.320
3080107035;Swimming Ginding Mils
3080107036;Wet Test Analysis
3080107037;Strohlen Aas For Rafid Determination
3080107038;Poetable Glass Meter
3080107039;Sybro/Thermolyne
3080107040;Flash Point Bay Pensky Martens Closed Tester
3080107041;Tag Closed Tester
3080107042;Wet Film Trickness Gege Dan Keona Tator Surface Profit
3080107043;Dew Point Calculator
3080107044;Surface Steel Temperature
3080107045;Flaw Cup
3080107046;Dip Viscosity Cup
3080107047;Grindometer
3080107048;Bending Tester (Alat Laboratorium Aspal,cat Dan Kimia)
3080107049;Fund Cryptometer
3080107050;Demulsibility Chracter Labricating Oils
3080107051;Dase Rate Measuring Device Graets
3080107052;Bendix Personal Monitoring
3080107053;Pycnometer
3080107054;Core Drilling Machine
3080107055;Alat Pengujian Daktilitas
3080107056;Alat Percentage Refusal Density (PRD)
3080107999;Alat Laboratorium Aspal,Cat Dan Kimia Lainnya
3080108001;Unconfinet Soil Test
3080108002;Sieve
3080108003;Linear Shikage
3080108004;Barntand & Termometer
3080108005;Triaxal For Sample
3080108006;Exstoder/Extruder
3080108007;Unconfined Air & Manometer
3080108008;Jack CBR
3080108009;Triaxal CBR
3080108010;Diract Shear
3080108011;Swell Pressure App
3080108012;Dial Propping Ring
3080108013;Konsolidasi
3080108014;Dispersion Cups
3080108015;Proctor Standard
3080108016;Proctor Modified
3080108017;Wash Bottle Purex
3080108018;Safe Card
3080108019;Walton Humidifier
3080108020;Soil Test
3080108021;Camera Atterberg
3080108022;Comodifier
3080108023;Mobile Laboratorium Set
3080108024;Liquid Limit
3080108025;Gravity Oven
3080108026;Modified Mold
3080108027;Allon Box
3080108028;Propping Ring
3080108029;Triple Beam Balance Cent Gram
3080108030;Heavy Duty Solution Balance
3080108031;Balance (Alat Laboratorium Mekanika Tanah Dan Batuan)
3080108032;Thermolyne
3080108033;Torab Sieve Shaker
3080108034;Modified Field Compaction Mold
3080108035;C E N C
3080108036;Cenc Meinzer Sieve Shaker
3080108037;Drilling
3080108038;Auger Machine
3080108039;Visibility Jarbath
3080108040;Aggregates
3080108041;Matrial (Warna Kuning)
3080108042;Deluxe Asphalt
3080108043;Electric Stop Watch
3080108044;Lightweight Concrete Test Hammer
3080108045;Harvard Tripple Balance
3080108046;Asphalt Stability Testing Machine
3080108047;Stability Mold
3080108048;Versa Tester
3080108049;Penetrasi Asphalt (Universal Penetrometer)
3080108050;Air Circulationpan
3080108051;Mechanical Leading Press
3080108052;Unci Fined Apparatus
3080108053;Vicat Apparatus
3080108054;Flow Table (Alat Laboratorium Mekanika Tanah Dan Batuan)
3080108055;Field Scale
3080108056;Analytical Balance (Alat Laboratorium Mekanika Tanah Dan Batuan)
3080108057;Stump Test T
3080108058;Asphalt Density Recorder
3080108059;Switch Backer
3080108060;Air Compressor (Alat Laboratorium Mekanika Tanah Dan Batuan)
3080108061;Hydrometer Jarbath
3080108062;Gravity Core Sediment Sampler
3080108063;Bulk Density Test
3080108999;Alat Laboratorium Mekanika Tanah Dan Batuan Lainnya
3080109001;Test For Hunmudity
3080109002;Test For Temperature
3080109003;Test For Wind/Flow
3080109004;Test For Pressure
3080109005;Test Presipitation
3080109006;Test Evaporation
3080109007;Test Sunshine
3080109008;Micronaire (Alat Laboratorium Cocok Tanam)
3080109999;Alat Laboratorium Cocok Tanam Lainnya
3080110001;Wheel Balancer
3080110002;Speed Band Tester
3080110003;Speed Meter Tester
3080110004;Engine Dinamo Meter
3080110005;Head Light Tester
3080110006;Wheel Aligment Tester
3080110007;Camber Caster King Pin Gauge
3080110008;Toe In Gauge
3080110009;Rough Load Tester
3080110010;Tilting Tester
3080110011;Axle Load Tester
3080110012;Steering Angle Tester
3080110013;Diesel Injection Pump Tester
3080110014;Nozle Tester
3080110015;Engine Running In Tester
3080110016;Diesel Smoke Tester
3080110017;Hidraulik System Tester
3080110018;Valve Spring Tester
3080110019;Tune Up Tester (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110020;Universal Test
3080110021;Generator Test
3080110022;Auto Analyser Unit
3080110023;Timing Advancetester
3080110024;Cam Angle Tester
3080110025;Combustion Tester
3080110026;Coil Condeser Tester
3080110027;Plug Scope
3080110028;Volt Ampere Tester
3080110029;Distributor Tester
3080110030;Voltage Regulator Tester
3080110031;Diode Tester
3080110032;Altenator Scope
3080110033;L.P Gas Detector
3080110034;Alat Penguji Tegangan (Tarik Tekan)
3080110035;Alat Penguji Kekerasan (Hardness Tester)
3080110036;Alat Penguji Keretakan
3080110037;Alat Penguji Jenis Logam
3080110038;Abrations Srength Tester (Alat Penguji Tahan Aus)
3080110039;Bursting Srength Tester (Alat Penguji Letup)
3080110040;Upper Leather Water Proff Ness Tester
3080110041;Finish Head Resistance Tester
3080110042;Sastra Adhesion Tester
3080110043;Adhesion Of Finish Tester
3080110044;Stiff Ness Tester
3080110045;Folding Endurance Tester
3080110046;Tearing Tester
3080110047;Falling Dart Impact Tester
3080110048;Rubber Compresion Tester
3080110049;Starain Tester
3080110050;BOD Tester
3080110051;Drop Test
3080110052;Alat Penguji Kekuatan Pengeras Depan Sepatu
3080110053;Upper Meterial Flexing
3080110054;Finish Fastness
3080110055;Alat Tera Sastra
3080110056;Alfa Laboratory Sample Cutter
3080110057;Shobury Corumeter
3080110058;Handle Strenght
3080110059;Alat Pelobang (Cork Borer)
3080110060;Tensile Head Distortion (Alat Laboratorium Logam, Mesin Dan Listr
3080110061;Ultrasonic Flow Detector (Alat Laboratorium Logam, Mesin Dan List
3080110062;Dinamic Signal Analizer
3080110063;Pressure Gauge (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110064;Extenso Meter
3080110065;Torsimeter
3080110066;Thermohygrometer (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110067;Fatique Tester (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110068;Thickness Tester For Metal
3080110069;Thickness Tester For Coating
3080110070;Vierner & Micrometer
3080110071;Dial & Test Indikator
3080110072;Alat Ukur Kelurusan
3080110073;Alat Ukur Ketegaklurusan
3080110074;Alat Ukur Sudut
3080110075;Data Processor
3080110076;Mesin Bubut Presisi
3080110077;60 Mesin Milling Precesi
3080110078;Schoper Folding Enduranche
3080110079;Low Level Scanner
3080110080;High Voltage Meter
3080110081;Cutting & Welding Kit
3080110082;Heavy Duty Hidraulic Cylender
3080110083;Alat Uji Bakteri
3080110084;Portable Polishing Equipment
3080110085;Specimen Mount Press
3080110087;Esab Tig Welding Machine
3080110088;Magnetic Particle (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110089;Radiographis Equipment
3080110090;Alat Uji Tekan Hydrotastic
3080110091;Acoustic Emmission
3080110092;Level Recorder
3080110093;Alat Electrolisa
3080110094;Hand Roll
3080110095;Iron Tester
3080110096;Perspiration
3080110097;Yarn Friction & Rubbing Tester
3080110098;Coloumetric Planting
3080110099;Alat Uji Pukul Bola Bulutangkis
3080110100;Temperatur & Humudity Tester
3080110101;Alat Uji Diameter
3080110102;Digital Melting Point
3080110103;Alat Uji Gas Buang
3080110104;Xyclo Crack Detector Kit
3080110105;Digital Indicator (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110106;Techometer Digital Multimeter
3080110107;Uniterup Tible Supply
3080110108;Ultrasonic Thickness Meter
3080110109;Torque Wrench With Socket Head
3080110110;Mega Ohm Meter
3080110111;Vernier Caliper Height Gauge
3080110112;Precicion Bevel Protector
3080110113;Engineers Combination Square Set
3080110114;Drying Oven
3080110115;Vibrating Test Equipment
3080110116;Measuring Instrument
3080110117;Permanent Magnet Kit
3080110118;Refletance
3080110119;Bondet Searing Jig For Disk Pad
3080110120;Sperometer For Mirror
3080110121;Pressure Relaxtion For Iror
3080110122;Shook Relaction Jig For Brake Linning
3080110123;Pressurizing Jig For Brake Linning
3080110124;Peeling Force For Disk Pads
3080110125;Disturtion Factor Tester For Mirror
3080110126;Probe Mwb 704 Nbb
3080110127;Cole Palmers Immersion Calculator
3080110128;Step Up/Down (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110129;Xray Unit
3080110130;Hot Water Hosty Type 50
3080110131;Mufle Furnace
3080110132;Cylotex Sample Min
3080110133;Anemometer Portable Digital
3080110134;Tensile Tester
3080110135;Transpol
3080110136;Alat Uji Untuk Kerja Radiator
3080110137;Alat Uji Tekan Hidrostatic Impact Test
3080110138;Alat Uji Tarik Sederhana
3080110139;Micro Meter
3080110140;Boresscope
3080110141;Electrometer (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110142;Preccision Thermocouple Calibration Standard
3080110143;Constat Temperatur Calibration Ice Batth
3080110144;Probe Calibrating Gas
3080110145;Vioce Grioppe
3080110146;Rochhet Driver Vessel
3080110147;Mosses Oiml
3080110148;Alat Uji Perendam Gas Buang
3080110149;Alat Uji Crack
3080110150;Alat Uji Ultrasonic
3080110151;Alat Uji Korosi
3080110152;Alat Uji Struktur Kimia Logam
3080110153;Vacum Coating
3080110154;Reflection Polariscope
3080110155;Scattered Light Polariscope
3080110156;Lateral Extensometer
3080110157;Proyektion Polariscope
3080110158;Ultrasonic Testes
3080110159;Magnetic Powder Crack Detector
3080110160;Parker Magnetic Yoke
3080110161;Crack Depth Detector
3080110162;Electro Plating/Pelapisan Metal
3080110163;Perangkat CAD/CAE/Cam
3080110164;Vertical Stang For Bernouli And Losestest
3080110165;Vernier Calliper (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110166;Flow Table (Alat Laboratorium Logam, Mesin Dan Listrik)
3080110167;Surface Plate/Graplate
3080110168;Variale Gradient Chn
3080110169;Out Side Micrometer (ratchel Stop)
3080110170;Adjustable Bel Flw Channel
3080110171;Dial Indicator
3080110172;Explotion Engine
3080110173;Digimatic Callipers
3080110174;Diesel Engine
3080110175;Bech Work
3080110176;Ward Leonard Motor
3080110177;PLC
3080110178;D'Alhendred Motor
3080110179;Motor Induksi
3080110180;Electric Network
3080110181;Universal Programmer and Testor
3080110182;Emergency Supply
3080110183;Anc Milling Machine
3080110184;Boat Light
3080110185;Surface And Pore Size Analyzer
3080110186;Echo Sonder Trenduser
3080110187;Steam House Mala
3080110188;Buoysmoke Similar
3080110189;Stering Compac Baltic
3080110190;Programmable AC/DC Power Source
3080110999;Alat Laboratorium Logam, Mesin Dan Listrik Lainnya
3080111001;Centrifuge (Alat Laboratorium Umum)
3080111002;Water Bath (Alat Laboratorium Umum)
3080111003;Incubator (Alat Laboratorium Umum)
3080111004;Mortar (Alat Laboratorium Umum)
3080111005;Oven (Alat Laboratorium Umum)
3080111006;Compressor Unit
3080111012;Nessler
3080111018;Penagas
3080111019;Burete
3080111020;Microscope
3080111021;Autoclave (Alat Laboratorium Umum)
3080111022;Blender
3080111023;Timbangan/Neraca
3080111024;Axial Plunger Pump
3080111025;Dry Klim
3080111026;Universal Test Machine (Alat Laboratorium Umum)
3080111027;Engenerring Test Equipment
3080111028;Vacum Pump
3080111029;Bearing Stand
3080111030;Stop Watch
3080111031;S C R E E N
3080111032;Alat Destilasi Air
3080111033;Bunson Burner
3080111034;Support Sheet Round
3080111035;Manometer
3080111036;Hydrometer
3080111037;Counter Meter
3080111038;Caliper & Micrometer
3080111039;M I X E R
3080111040;Thermometer (Alat Laboratorium Umum)
3080111041;Corong
3080111042;Lampu Natrium
3080111043;Container Gas Chlorine
3080111044;Raw Water Kit
3080111045;Brightness Tester
3080111046;Water Absorb Tester
3080111047;B O D Meter
3080111048;Biologikal Oxigen Demand
3080111049;Tabung Gas Ho
3080111050;Tabung Gas N2
3080111051;Boume Meter
3080111053;Bak Fiberglass
3080111054;Crusible Penyaring
3080111055;Iodine Plass
3080111057;Thermostate
3080111058;Spray Gun
3080111059;Furnace
3080111060;Condensor (Alat Laboratorium Umum)
3080111061;Lumpang Pengeram
3080111062;Lampu Spritus
3080111063;M E S T A R
3080111064;Pipa U
3080111065;Lempeng Tetes
3080111066;Stirer/Pengocok
3080111067;Alat Penyari Koch
3080111068;Alat Penyari Procter
3080111069;Dean Starek
3080111070;Sun Shine Recorder
3080111071;Crock Meter (Alat Laboratorium Umum)
3080111072;Kipps
3080111073;Pengaduk
3080111074;Crusses Tang
3080111075;Pendingin Lurus
3080111076;T O G L E
3080111077;Jepitan Kulit Untuk Togle
3080111078;Four Position Flask Heaster
3080111079;Montle Heater
3080111080;Motor Complit Bioxidation System
3080111081;Standard Klem Burete
3080111082;Stress Cracking Tester With Thermometer Water Bath
3080111083;Alat Pengukur Luas Kulit
3080111084;Boll Mill / Boll Press
3080111085;PH Meter (Alat Laboratorium Umum)
3080111086;Tangki Pembuat Sheet
3080111087;Tangki Bahan Baku
3080111088;Kjeldahl Set
3080111089;Salt Spray Test Chamber
3080111090;Corrosion Tester (Alat Laboratorium Umum)
3080111091;Electrolytic Equipment
3080111092;Autograph
3080111093;Air Permeability Tester
3080111094;Penguji Titik Leleh
3080111095;Pengukur Derajat Putih
3080111096;S E M
3080111097;Alat Sampling Gas Buang
3080111098;Soun Level Meter Tester
3080111099;Dialcaliter
3080111100;Dry Oven
3080111101;Hydrolic Hand Press
3080111102;Hair Dryer/Spray Dryer/Dryer
3080111103;Aqua Guard
3080111104;Titration Apparatus
3080111105;Multi Unit Extraction
3080111106;Plat Pemanas
3080111107;Alat Pengukur Tebal
3080111108;Alat Ukur Kadar Air (Alat Laboratorium Umum)
3080111109;Vergeot Apparat
3080111110;Alat Tembus Udara
3080111111;Alat Uji Kelembaban Udara
3080111112;Laminar Air Flow
3080111113;Microtome (Alat Laboratorium Umum)
3080111114;Spi Flame Ability (Alat Laboratorium Umum)
3080111115;Autoclave Unit (Alat Laboratorium Umum)
3080111116;Electrik Thermometer
3080111117;Flour Photometer
3080111118;Microscope Dengan Camera
3080111119;System Pengendali Derajat Asam
3080111120;Mesin Potong Jerami
3080111121;Mesin Pres Jerami
3080111122;Bak Flukulator
3080111123;Alat Poleshing
3080111124;Alat Gerinda
3080111125;Refrigerator
3080111126;Freeze Dryer
3080111127;Refractometer (Alat Laboratorium Umum)
3080111128;Vacuum Oven
3080111129;Calorimeter
3080111130;Galvanometer
3080111131;Filter Press
3080111132;Higromoter
3080111133;Termocouple
3080111134;Steroscop
3080111135;Load Cell
3080111136;Desitometer
3080111137;Tripod
3080111138;Spectrophotometer
3080111139;Epron eraser
3080111140;Induction Totor
3080111141;Container N2 Cair (Alat Laboratorium Umum)
3080111142;Ionisator
3080111143;Helc and Flow
3080111144;Plamscope
3080111145;Remote Terminal Limit
3080111146;Ignation Wire Nickel
3080111147;Digital Signal Procesor
3080111148;Hand Saw Machine
3080111149;Fire Assay Furnace
3080111150;Function Generator (Alat Laboratorium Umum)
3080111151;Process Calibrator Fluke
3080111152;Semi Automatic Penetometer
3080111154;Multizer Plate
3080111155;Cnc Milling Machine
3080111156;Mesin Pengayak
3080111157;Cyclone 2 Hall
3080111158;Variable Speed Transmission
3080111159;Bottle Regen
3080111160;Rock Cutting Machine
3080111162;Rock Strength Index
3080111164;Plate Pulveriser
3080111165;Core Bit
3080111166;Low Fristian Pressure
3080111167;Universal Coring Machine
3080111168;Test Set For Water Well
3080111169;Ayakan Gantung
3080111170;Earth Resistivity Meter
3080111171;Elektroda Spesifik
3080111172;Spectrometric Mode
3080111173;Cuvet Cadangan Metachylate
3080111174;Digital Indicator LCD/Metric
3080111175;Orsat
3080111176;Ultra Pure Water Chemistreat
3080111177;Molser Content Tester
3080111178;Peralatan Sampler Spliter
3080111179;Peralatan Homogenisasi
3080111180;Peralatan Petroscope
3080111181;Peralatan Palomagnetic
3080111182;Shear Strength
3080111183;Mesin Gerus Tanah
3080111184;Schimdt Hammer
3080111185;Jack Mill
3080111186;Termolline Pyrometer
3080111187;Gelinding
3080111188;Alat Procesing rumput
3080111189;Bacteriological Colony Counter
3080111190;Bacthythermograph
3080111191;Biocounter
3080111192;Closing Gear
3080111193;Complete Cyanida Distallation Apparatus
3080111194;Cooling Water Circulator
3080111195;Coulter Counter (Alat Laboratorium Umum)
3080111196;Delux Two Speed Horizontal Lapidary
3080111197;Disecting Apparatus (Alat Laboratorium Umum)
3080111198;Dive tank
3080111199;Dry Ice Storage Shest
3080111200;Electric Measuring Tape
3080111201;Elektrophoresis
3080111202;Enlarge
3080111203;Extraction Mantle 6 Hole
3080111204;Fibre Glass Fume Hood
3080111205;Filtration Apparatus
3080111206;Fluid Contamination Analysis Kit
3080111207;Gene Amp Pcr System
3080111208;Hand Wunch With Boom
3080111209;Hygrometer (Alat Laboratorium Umum)
3080111210;Ice Maker (Alat Laboratorium Umum)
3080111211;Jars Anaerobic System
3080111212;Jelly Strength Tester
3080111213;Laminair Flow Cabinet
3080111214;Linomat
3080111215;Liquid Extractor
3080111216;Liquid Scientilation Counter
3080111217;Mechanical Homogenenizer
3080111218;Mesokome
3080111219;Meterology Kit
3080111220;Micro Continuous Flow Analyzer
3080111221;Micro Hammer Mil Culiati
3080111222;Rotary Evaporator
3080111223;Tabung Gas (Alat Laboratorium)
3080111224;Melting Point Aparatus
3080111225;Micropipette 50-200 UI
3080111226;Ruang Asam
3080111227;Vaccum Pressure Pump
3080111228;Vaccum Cleaner Wet & Dry
3080111229;Alat Uji Kebocoran Strip
3080111230;Taped Density
3080111231;Readbiotic
3080111232;Super Mixer
3080111233;Alat Saring Pelarut/Solvent Filtration Kit
3080111234;Deluxe Slide Regulator
3080111235;Eye Wash And Drench Shower
3080111236;All Purpose Motor Drive
3080111237;Pakaian Laboratorium
3080111238;Anaerobic Jar
3080111239;Autodilutor
3080111240;Centrifuge Mini/Spindown
3080111241;Centrifuge Refrigerator
3080111242;Conductivity Meter
3080111243;Dry Well
3080111244;Filter Holmium Oxide
3080111245;Filter Photometric UV- Vis
3080111246;Filter Standard Reference Material (SRM)
3080111247;Filter Stray Light
3080111248;Gel Documentation System
3080111249;Hot Plate Stirrer
3080111250;Ion Meter
3080111251;Rak Sampel/Reagen
3080111252;Mass Comparator
3080111253;Microplate Strip Washer
3080111254;Mikroskop Trinokuler
3080111255;Pemanas Spiral (Alat Lab)
3080111256;Glassware Dryers
3080111257;pH Simulator
3080111258;Polarimeter
3080111259;Titrator Potensiometer
3080111260;Shaker
3080111261;Spectrofluorometer
3080111262;UV Cabinet
3080111263;Vortex Mixer
3080111264;Water Distillation/Purifier
3080111999;Alat Laboratorium Umum Lainnya
3080112001;Autocleve
3080112002;Oven/Hot Air Sterilizer
3080112003;Pipette Washer
3080112004;Pipette Dryer
3080112005;Santrifuge Biasa
3080112006;Binoculer Microscope (Alat Laboratorium Microbiologi)
3080112007;Sentrifuge Untuk Microplate
3080112008;Stereo Microscope (Alat Laboratorium Microbiologi)
3080112009;Fluricent Microscope
3080112010;Magnetic Stirer & Rod With Hot Plate
3080112011;Balance Electric
3080112012;Aquadestilator
3080112013;Demineralizer (Alat Laboratorium Microbiologi)
3080112014;Millipore Filter
3080112015;Microtiter Kit
3080112017;Pinn Filter
3080112018;Pipette Filter
3080112019;Propipette
3080112020;Pipette Container
3080112021;Tube Container
3080112022;Wire Basket
3080112023;Discard Pan
3080112024;Boolling Pan
3080112025;Stabilizer
3080112027;Freezer 70 Derajat C Centrifuge With Accesories
3080112028;Retrigerated
3080112029;Analytic Balancer
3080112030;Bursen Burner
3080112031;Anerobic Jar
3080112032;Ice Crusher
3080112033;Pipette Jar Container
3080112034;Inculating Supplies
3080112035;Silicagel Desicator
3080112036;Peristalitic Pump
3080112037;Tube For Centrifuge
3080112038;Caps For Centrifuge Tube
3080112039;RES
3080112040;Test Tube Mixer
3080112041;Krucut In Hoff
3080112042;Rotator Shaker (Alat Laboratorium Microbiologi)
3080112043;Microscope Monocular
3080112044;Microscope Binocular
3080112045;Photo Microscope
3080112046;Atomic Absorption Spectro
3080112047;Tl Chromatograph
3080112048;Electrogravimetri
3080112049;Chromatography Injection
3080112050;Device (Alat Laboratorium Microbiologi)
3080112051;Tissue Processor Unit
3080112052;Microtome Unit
3080112053;Analitical Balance (Alat Laboratorium Microbiologi)
3080112054;Precisions Balance
3080112055;Washing Instrument (Alat Laboratorium Microbiologi)
3080112056;Microscope Fluoronsence
3080112057;Microscope Phase Contrast Light Field
3080112058;Microscope Phase Contrast Dark Field
3080112059;Microtitation Plate Incubator
3080112060;Automatic Micro Plate Laser
3080112061;Petri Dish
3080112062;Loop Sterilizer
3080112063;Reader Petri Dishas
3080112064;Reader Antibiotic
3080112065;French Pressure Cell & Laboratory Press Motor Driven Laobatory
3080112066;Standard French Presure Cell 35 Ml Capasity, Presure Up To 40.00
3080112067;Miniature French Presure Cell 3,7 Ml Capasity, Presure Up To 20.
3080112068;Tissue Homogenizer
3080112069;Hematology Analyzer ( Blood Cell Counter )
3080112070;Sub Marine Gel System
3080112071;Microcentrifuge
3080112072;Stiring Hot Plat
3080112073;Micro Pippettes
3080112074;Electromagnetic Current Meter
3080112075;Electronic Current Meter
3080112076;Vector Aritmatic
3080112077;Sandy Surface Meter
3080112078;Wave Height Meter
3080112079;Digital Storage Oscilloscope
3080112080;Detector
3080112081;Pressure Transacer
3080112082;Microscope Tringular
3080112083;Helium Liquifier
3080112084;Vacuum Manifold
3080112085;Dispensing Pump
3080112086;DNA Analyzer
3080112087;Automated Microbiology Identification System
3080112088;Alat Ekstraksi DNA/RNA
3080112089;Multiple Vacuum Filtration
3080112090;Polymerase Chain Reactor (PCR)
3080112091;Spectrophotometer DNA
3080112092;Sterility Testing Pump
3080112093;Stomacher
3080112094;UV Cleaner Recirculator
3080112095;Vacuum Concentration Sample
3080112999;Alat Laboratorium Microbiologi Lainnya
3080113001;Analytical Balance Electric
3080113002;Analytical Balance Non Electric
3080113003;Balance Trip
3080113004;Balance Gram
3080113005;Balance Miligram
3080113006;Balance Kodek/Kilogram
3080113007;Fotometer
3080113008;Flame Fotometer
3080113009;Mercury Analyzer (Alat Laboratorium Kimia)
3080113010;Automatic Adsorption Spectrofotometer
3080113011;Turbidimeter (Alat Laboratorium Kimia)
3080113012;Conductometer
3080113013;Khromatographi Kertas
3080113014;Khromatographi Tabung
3080113015;Khromatographi Lapisan Tipis (TLG)
3080113016;Khromatograhi Gas Cair (GLS)-GC
3080113017;Tintometer Kid
3080113018;Comparator
3080113019;Desicator
3080113020;Sohxlet
3080113021;Thiel Apparatus
3080113022;Buret/Peralatan Titrasi
3080113023;Deep Freezer (Alat Laboratorium Kimia)
3080113024;Kyldahl Apparatus
3080113025;U.V. Lamp (Alat Laboratorium Kimia)
3080113026;Seperate Funnel
3080113027;Nephelmeter
3080113028;Destilator (Alat Laboratorium Kimia)
3080113029;High Performance Liquid Diromatography (HPLG)
3080113030;Aqua Bidest Apparatus
3080113031;Aquadest Apparatus
3080113032;Electrophorese
3080113033;Diyer
3080113034;Hot Plate (Alat Laboratorium Kimia)
